# 补充常用词：词库与语言模型都没有、却是日常会整块打的词（取餐 / 弹出 / 这时 / 播放器 / 一十，上游 issue #98 #121 #127）。2026-09-17，做法见 docs/notes/common-words.md。
# 白名单：CC-CEDICT（CC BY-SA 4.0，MDBG 2026-09-15 版）与 jieba 词表 dict.txt（MIT）里词库没有的词，用 dict-convert gaps 按 lm.qj 成分二元合成语料次数，
# CEDICT 词 ≥ 200 次、jieba 独有词 ≥ 1000 次、去掉短语边界规则挡住的，逐条人工审（只留常用词，丢碎片 / 专名 / 百科腔 / 生僻，核多音字读音）；
# 另加手机电脑界面与生活服务常用词的人工清单（弹窗 / 长按 / 登录框 / 快递柜 …），次数同样按语料合成。
# 次数与 dict.tsv 词频同一尺度，不到 20 的按 20 计；读音全部给定。进语言模型走 bigram --phrases 的合成路（supplement 在已有 lm.qj 上做同样的合成）。词\t次数\t拼音
老地方	362	lao di fang
变道	360	bian dao
查水表	360	cha shui biao
牛人	360	niu ren
冰棒	357	bing bang
焦虑症	357	jiao lv zheng
月牙	356	yue ya
笑场	354	xiao chang
柠檬茶	351	ning meng cha
辨识度	351	bian shi du
成绩单	350	cheng ji dan
疾控中心	350	ji kong zhong xin
讨人喜欢	350	tao ren xi huan
不平凡	349	bu ping fan
农历新年	349	nong li xin nian
内心戏	348	nei xin xi
接单	348	jie dan
鞋跟	348	xie gen
观众席	347	guan zhong xi
跑腿	347	pao tui
配眼镜	347	pei yan jing
饮水机	347	yin shui ji
邀请函	346	yao qing han
重出江湖	346	chong chu jiang hu
不过如此	343	bu guo ru ci
初学者	342	chu xue zhe
模拟器	341	mo ni qi
自制力	340	zi zhi li
弹出	339	tan chu
大灰狼	338	da hui lang
待见	338	dai jian
商业化	336	shang ye hua
可喜可贺	335	ke xi ke he
女高音	333	nv gao yin
源代码	333	yuan dai ma
精神病院	333	jing shen bing yuan
落地签	333	luo di qian
爵士鼓	332	jue shi gu
大姐大	331	da jie da
情绪化	331	qing xu hua
东南西北	329	dong nan xi bei
帆布鞋	329	fan bu xie
正经事	329	zheng jing shi
这阵子	329	zhe zhen zi
铁板烧	329	tie ban shao
扑克牌	328	pu ke pai
低收入	327	di shou ru
攻击力	327	gong ji li
新能源	327	xin neng yuan
留守儿童	326	liu shou er tong
写手	325	xie shou
点餐	324	dian can
农家乐	322	nong jia le
起床气	321	qi chuang qi
班花	319	ban hua
全副武装	318	quan fu wu zhuang
回本	318	hui ben
室内设计	318	shi nei she ji
拉伤	318	la shang
棒极了	318	bang ji le
对话框	315	dui hua kuang
纯牛奶	315	chun niu nai
移动电源	312	yi dong dian yuan
孔明灯	311	kong ming deng
畅销书	311	chang xiao shu
紧接着	311	jin jie zhe
健康码	310	jian kang ma
言情小说	310	yan qing xiao shuo
三次元	309	san ci yuan
添麻烦	309	tian ma fan
心理作用	308	xin li zuo yong
群众演员	308	qun zhong yan yuan
外貌协会	307	wai mao xie hui
校运会	307	xiao yun hui
点击率	307	dian ji lv
电动牙刷	307	dian dong ya shua
自古以来	307	zi gu yi lai
黑天鹅	305	hei tian e
掉线	303	diao xian
快点儿	303	kuai dian er
熊猫眼	302	xiong mao yan
砸场子	302	za chang zi
好记	301	hao ji
小番茄	301	xiao fan qie
脱离苦海	301	tuo li ku hai
高性能	301	gao xing neng
低成本	300	di cheng ben
帮帮忙	300	bang bang mang
满天星	300	man tian xing
装可爱	300	zhuang ke ai
不明觉厉	298	bu ming jue li
吃豆腐	298	chi dou fu
概率论	298	gai lv lun
翻开	298	fan kai
搓麻将	297	cuo ma jiang
老夫老妻	297	lao fu lao qi
不久前	296	bu jiu qian
叫作	296	jiao zuo
童话故事	295	tong hua gu shi
过去式	295	guo qu shi
白米饭	294	bai mi fan
交换生	293	jiao huan sheng
满足感	293	man zu gan
人际关系	292	ren ji guan xi
吐舌头	292	tu she tou
走神	292	zou shen
二月份	291	er yue fen
咸鸭蛋	291	xian ya dan
通电话	290	tong dian hua
办到	289	ban dao
刻板印象	288	ke ban yin xiang
大厂	288	da chang
生活水平	288	sheng huo shui ping
移情别恋	288	yi qing bie lian
偏高	287	pian gao
试玩	287	shi wan
马卡龙	287	ma ka long
长按	286	chang an
无线网	286	wu xian wang
医务人员	286	yi wu ren yuan
蛋包饭	286	dan bao fan
园长	285	yuan zhang
小老鼠	285	xiao lao shu
开骂	285	kai ma
人人有责	284	ren ren you ze
留白	284	liu bai
小年夜	281	xiao nian ye
折耳根	281	zhe er gen
珍珠奶茶	280	zhen zhu nai cha
听错	279	ting cuo
搬出去	279	ban chu qu
环卫工人	276	huan wei gong ren
动感单车	275	dong gan dan che
外太空	275	wai tai kong
报名费	275	bao ming fei
槽点	275	cao dian
转接	274	zhuan jie
糟了	273	zao le
金句	273	jin ju
雷人	272	lei ren
保暖内衣	271	bao nuan nei yi
忽略不计	271	hu lve bu ji
压马路	269	ya ma lu
波点	269	bo dian
调味料	269	tiao wei liao
下拉	268	xia la
不识字	268	bu shi zi
上桌	267	shang zhuo
不吉利	267	bu ji li
润唇膏	267	run chun gao
韭菜盒子	267	jiu cai he zi
黑咖啡	267	hei ka fei
拼多多	266	pin duo duo
周年庆	266	zhou nian qing
讨论区	266	tao lun qu
意思意思	265	yi si yi si
主题公园	264	zhu ti gong yuan
后花园	264	hou hua yuan
搜索引擎	264	sou suo yin qing
编辑器	263	bian ji qi
我司	263	wo si
创造力	262	chuang zao li
月租	262	yue zu
黄牛票	262	huang niu piao
保鲜膜	261	bao xian mo
截止到	260	jie zhi dao
冷酷无情	259	leng ku wu qing
加冰	259	jia bing
博眼球	259	bo yan qiu
肉片	259	rou pian
边儿	259	bian er
略过	258	lve guo
体育生	257	ti yu sheng
平面设计	257	ping mian she ji
有料	256	you liao
玻璃杯	256	bo li bei
破纪录	255	po ji lu
还款	255	huan kuan
打地铺	254	da di pu
长满	254	zhang man
咖啡机	253	ka fei ji
姐们儿	253	jie men er
分布式	252	fen bu shi
坐电梯	251	zuo dian ti
心知肚明	251	xin zhi du ming
老寒腿	251	lao han tui
贩卖机	251	fan mai ji
吃播	250	chi bo
塔罗牌	250	ta luo pai
机灵鬼	250	ji ling gui
武侠小说	250	wu xia xiao shuo
肚脐眼	250	du qi yan
工作狂	249	gong zuo kuang
没眼看	249	mei yan kan
滑板鞋	249	hua ban xie
脸皮薄	249	lian pi bao
准妈妈	248	zhun ma ma
歌儿	248	ge er
洗手液	248	xi shou ye
起皮	248	qi pi
难伺候	248	nan ci hou
无人驾驶	247	wu ren jia shi
翻过来	247	fan guo lai
说话算话	247	shuo hua suan hua
不好说	246	bu hao shuo
危机感	246	wei ji gan
清晰度	246	qing xi du
钢铁直男	246	gang tie zhi nan
强身健体	244	qiang shen jian ti
散伙饭	244	san huo fan
锥子脸	244	zhui zi lian
鼠标垫	243	shu biao dian
大坏蛋	243	da huai dan
夹娃娃	243	jia wa wa
伤心欲绝	242	shang xin yu jue
无力感	242	wu li gan
矿物质	242	kuang wu zhi
心肌梗塞	241	xin ji geng se
真香	240	zhen xiang
不相干	240	bu xiang gan
千里之外	239	qian li zhi wai
现做	239	xian zuo
面试官	239	mian shi guan
加满	238	jia man
打扑克	237	da pu ke
满意度	237	man yi du
代班	236	dai ban
倍儿棒	236	bei er bang
密室逃脱	236	mi shi tao tuo
白萝卜	236	bai luo bo
纯音乐	235	chun yin yue
乱写	234	luan xie
治愈系	233	zhi yu xi
金黄色	233	jin huang se
鬼天气	233	gui tian qi
不凑巧	232	bu cou qiao
出片	232	chu pian
松开	232	song kai
国风	231	guo feng
次方	231	ci fang
白眼狼	230	bai yan lang
踩刹车	230	cai sha che
已读	229	yi du
伙食费	229	huo shi fei
勤俭持家	229	qin jian chi jia
当季	229	dang ji
闪人	229	shan ren
随处可见	229	sui chu ke jian
刷手机	228	shua shou ji
包菜	228	bao cai
号码牌	228	hao ma pai
提车	228	ti che
最大化	228	zui da hua
酒醒	228	jiu xing
不是东西	227	bu shi dong xi
方向感	227	fang xiang gan
虚拟机	227	xu ni ji
身心俱疲	227	shen xin ju pi
回血	226	hui xue
电话卡	226	dian hua ka
精气神	226	jing qi shen
自助游	226	zi zhu you
不受欢迎	225	bu shou huan ying
幕后黑手	225	mu hou hei shou
毕业证书	225	bi ye zheng shu
面儿	225	mian er
内存卡	224	nei cun ka
交通卡	224	jiao tong ka
听清	224	ting qing
堂哥	224	tang ge
换行	224	huan hang
紧随其后	224	jin sui qi hou
自动扶梯	224	zi dong fu ti
虚惊一场	224	xu jing yi chang
青春永驻	224	qing chun yong zhu
公主抱	223	gong zhu bao
大容量	223	da rong liang
皮儿	223	pi er
荡秋千	223	dang qiu qian
加粗	222	jia cu
圆点	222	yuan dian
据统计	222	ju tong ji
锁上	222	suo shang
十一月份	221	shi yi yue fen
心里有数	221	xin li you shu
非必要	221	fei bi yao
和牛	220	he niu
有氧运动	220	you yang yun dong
明儿个	219	ming er ge
恰恰相反	218	qia qia xiang fan
请坐	218	qing zuo
还清	218	huan qing
闹矛盾	218	nao mao dun
从零开始	217	cong ling kai shi
比拼	217	bi pin
年少无知	216	nian shao wu zhi
拿手菜	216	na shou cai
浮出水面	216	fu chu shui mian
哭声	215	ku sheng
差一点	215	cha yi dian
睡回笼觉	215	shui hui long jiao
突发奇想	215	tu fa qi xiang
贸易战	215	mao yi zhan
力道	214	li dao
小票	214	xiao piao
长队	214	chang dui
实体书	213	shi ti shu
找不着	213	zhao bu zhao
海洋馆	213	hai yang guan
弄明白	212	nong ming bai
掏心掏肺	212	tao xin tao fei
爆炸头	212	bao zha tou
长眼	212	zhang yan
麻花辫	211	ma hua bian
交通意外	210	jiao tong yi wai
尽人事	210	jin ren shi
找上门	210	zhao shang men
系统更新	208	xi tong geng xin
中产	208	zhong chan
凤梨酥	208	feng li su
天地良心	208	tian di liang xin
如假包换	208	ru jia bao huan
短视频	208	duan shi pin
拍卖会	207	pai mai hui
昏过去	207	hun guo qu
服务生	207	fu wu sheng
天赋异禀	206	tian fu yi bing
开药	206	kai yao
录音棚	206	lu yin peng
虚度光阴	205	xu du guang yin
不是滋味	204	bu shi zi wei
喝高	204	he gao
母胎单身	203	mu tai dan shen
摸黑	202	mo hei
无论何时	202	wu lun he shi
小程序	201	xiao cheng xu
瑜伽垫	201	yu jia dian
绿皮车	201	lv pi che
读书会	201	du shu hui
转换器	201	zhuan huan qi
喜极而泣	200	xi ji er qi
掉链子	200	diao lian zi
约等于	200	yue deng yu
负心汉	200	fu xin han
蓝牙耳机	198	lan ya er ji
点赞	194	dian zan
网课	192	wang ke
躺平	191	tang ping
代驾	189	dai jia
日活	186	ri huo
收件人	184	shou jian ren
连麦	181	lian mai
台式机	172	tai shi ji
钉钉	154	ding ding
一十	144	yi shi
饿了么	143	e le me
通知栏	141	tong zhi lan
图库	138	tu ku
尾款	137	wei kuan
上滑	136	shang hua
满减	135	man jian
排期	127	pai qi
存储卡	125	cun chu ka
耳麦	124	er mai
充电线	120	chong dian xian
运存	120	yun cun
配送费	119	pei song fei
颜文字	117	yan wen zi
带货	105	dai huo
寄件	103	ji jian
耳机孔	101	er ji kong
多选	98	duo xuan
小窗	93	xiao chuang
个性签名	91	ge xing qian ming
音量键	91	yin liang jian
外卖员	89	wai mai yuan
联调	86	lian diao
勾选	83	gou xuan
内卷	80	nei juan
彩信	80	cai xin
充电头	79	chong dian tou
快递单号	79	kuai di dan hao
弹窗	78	tan chuang
拖动	78	tuo dong
未读	78	wei du
取件	76	qu jian
报错	75	bao cuo
复盘	71	fu pan
快递柜	67	kuai di gui
复选	65	fu xuan
息屏	63	xi ping
上划	61	shang hua
优惠券	60	you hui quan
竞品	57	jing pin
倍速	55	bei su
快退	53	kuai tui
评论区	51	ping lun qu
空格键	51	kong ge jian
免打扰	47	mian da rao
低电量	46	di dian liang
数据流量	44	shu ju liu liang
菜鸟驿站	43	cai niao yi zhan
投屏	39	tou ping
充电口	37	chong dian kou
更新包	37	geng xin bao
私信	36	si xin
种草	32	zhong cao
语音通话	32	yu yin tong hua
清缓存	32	qing huan cun
长截图	29	chang jie tu
宕机	28	dang ji
取餐	27	qu can
反选	26	fan xuan
左键	26	zuo jian
拉新	26	la xin
运单号	25	yun dan hao
右滑	24	you hua
社畜	24	she chu
数字键	24	shu zi jian
通讯录	24	tong xun lu
白屏	20	bai ping
破防	20	po fang
左滑	20	zuo hua
播放键	20	bo fang jian
下划	20	xia hua
暂停键	20	zan ting jian
语音消息	20	yu yin xiao xi
光猫	20	guang mao
弹框	20	tan kuang
付款码	20	fu kuan ma
滚动条	20	gun dong tiao
登录框	20	deng lu kuang
埋点	20	mai dian
冷启动	20	leng qi dong
工单	20	gong dan
小红书	20	xiao hong shu
删除键	20	shan chu jian
提醒事项	20	ti xing shi xiang
热榜	20	re bang
候选词	20	hou xuan ci
转化率	20	zhuan hua lv
赋能	20	fu neng
涨粉	20	zhang fen
月活	20	yue huo
飞书	20	fei shu
联想词	20	lian xiang ci
云服务器	20	yun fu wu qi
发版	20	fa ban
省电模式	20	sheng dian mo shi
